dataset_role,event_id,variant,metric,baseline_positive,retained_positive,sensitivity_label,retained_witness_sources,declared_subset_of_oracle_v2,continuous_completeness_claim
DEVELOPMENT,DVE012,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE013,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE013,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE013,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE013,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE014,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE014,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE014,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE014,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE014,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE014,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE014,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE014,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE014,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE014,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE015,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE015,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE015,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE016,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE016,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE016,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE016,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE017,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE017,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE017,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE017,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE018,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE018,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE018,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE018,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE018,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE018,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE018,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE018,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE018,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE018,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE019,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE019,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE019,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE019,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE019,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE019,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE019,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE019,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE019,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE019,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE020,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE020,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE020,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST,True,False
DEVELOPMENT,DVE020,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST,True,False
DEVELOPMENT,DVE020,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE020,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE020,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE020,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE020,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE020,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE021,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE021,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE021,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE021,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE022,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,False,False
